croptype,soiltype,season,month,climate,precipitation,wind,humidity,farming
Black Pepper,Lateritic Red Soil,Southwest Monsoon,July,Tropical Wet (Monsoon),49.88819420565953,1.5924041095849106,20.984657887566172,yes
Red Chili,Laterite Soil,Northeast Monsoon,January,Tropical Wet (Monsoon),17.78187686460576,85.42999492273098,83.38061824194986,no
Red Chili,Red Soil,Hot Dry Season,August,Tropical Savanna,0.9038605976575909,31.50853557031995,55.5124809221346,yes
Cardamom,Laterite Soil,Hot Dry Season,May,Tropical Savanna,3.21941652467006,92.74469484339687,16.063771239682044,yes
Cashew,Lateritic Red Soil,Northeast Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),82.93974076181824,60.657280245727854,18.510952271541147,no
Cashew,Alluvial Soil,Southwest Monsoon,August,Mountain Climate,8.466961508428184,62.06743740405838,11.443775060811422,no
Banana,Mountain Soil,Hot Dry Season,November,Tropical Savanna,51.89851468897305,3.7346003077922574,85.08023982282589,yes
Turmeric,Mountain Soil,Southwest Monsoon,October,Mountain Climate,1.658943464309115,8.645633444594846,6.660355016012465,no
Coffee,Mountain Soil,Hot Dry Season,September,Tropical Semi-Arid,20.606929434205934,94.8586233462093,96.12434163320367,no
Black Pepper,Lateritic Red Soil,Southwest Monsoon,January,Tropical Semi-Arid,49.800233089595714,16.03800712740655,77.35597451832145,no
Cardamom,Laterite Soil,Northeast Monsoon,February,Mountain Climate,28.618793398476527,54.75600191454721,73.4044244620808,no
Mango,Lateritic Red Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),5.029971727105165,73.2726083901601,58.47901986550583,yes
Cardamom,Red Soil,Northeast Monsoon,October,Tropical Semi-Arid,16.151818703252662,15.984096516763413,33.672432970649055,yes
Cotton,Black Soil,Northeast Monsoon,February,Tropical Wet (Monsoon),83.4411863316776,94.26308057845468,33.04648951838389,yes
Red Chili,Red Soil,Northeast Monsoon,December,Subtropical Highland Climate,5.4588586452652414,30.52899509738275,77.78453916169471,yes
Black Pepper,Lateritic Red Soil,Southwest Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),28.218040533695856,21.21486179858906,20.466463775426156,no
Cardamom,Red Soil,Southwest Monsoon,August,Humid Subtropical Climate,44.542733826445,21.38013991193536,27.904965564649466,no
Groundnut,Laterite Soil,Hot Dry Season,March,Tropical Wet (Monsoon),93.10417227789245,95.8182440859861,73.11036295426703,yes
Sugarcane,Mountain Soil,Hot Dry Season,November,Tropical Semi-Arid,16.040969921838155,50.904899219963596,24.622089519457724,yes
Soybeans,Laterite Soil,Hot Dry Season,November,Tropical Semi-Arid,35.49446618975154,42.55984582888813,18.755472199158707,yes
Sugarcane,Red Soil,Northeast Monsoon,July,Humid Subtropical Climate,93.94066256155094,75.8582041672608,1.6018133233522525,yes
Betel Leaves,Red Soil,Hot Dry Season,May,Humid Subtropical Climate,84.04252238043152,4.517469542560781,84.3374991548141,yes
Tea,Lateritic Red Soil,Southwest Monsoon,August,Tropical Wet and Dry (Monsoon-Influenced),39.0131941439876,26.281205022078268,24.421822397318714,no
Betel Leaves,Mountain Soil,Southwest Monsoon,April,Mountain Climate,54.09295044595439,80.10821725094952,38.02100739683352,yes
Mango,Black Soil,Northeast Monsoon,July,Tropical Semi-Arid,55.615667378904256,44.522539749444775,48.913387137292005,no
Turmeric,Black Soil,Northeast Monsoon,April,Subtropical Highland Climate,42.95893213657793,90.55364146676396,93.00003148648311,no
Tea,Laterite Soil,Northeast Monsoon,January,Tropical Wet and Dry (Monsoon-Influenced),19.84288205530139,32.14483062546025,29.30395992931214,no
Groundnut,Black Soil,Northeast Monsoon,April,Tropical Semi-Arid,14.654233248217995,92.77912293087255,88.00665108637216,yes
Coffee,Mountain Soil,Hot Dry Season,December,Tropical Wet (Monsoon),84.30601889819188,88.83468375136694,92.94380036576047,no
Rice,Laterite Soil,Hot Dry Season,November,Humid Subtropical Climate,60.03330365245506,33.1356927723619,0.6216072202880785,yes
Soybeans,Laterite Soil,Northeast Monsoon,June,Subtropical Highland Climate,2.3105410173537844,27.51639666590231,18.649589644921893,no
Sugarcane,Red Soil,Northeast Monsoon,September,Mountain Climate,21.765554287196732,31.08214634842866,19.388040265019356,yes
Mango,Alluvial Soil,Hot Dry Season,February,Mountain Climate,75.55246246947671,73.71607869941401,47.153907268356974,no
Coffee,Lateritic Red Soil,Southwest Monsoon,March,Tropical Wet and Dry (Monsoon-Influenced),80.79134292329599,74.25477229440489,48.21585513165386,no
Betel Leaves,Alluvial Soil,Hot Dry Season,January,Tropical Semi-Arid,10.817506204803673,47.964639349783646,23.231636791975863,no
Coconut,Lateritic Red Soil,Northeast Monsoon,May,Mountain Climate,7.336765347979424,65.04221377425989,43.53381958752929,yes
Oilseeds,Black Soil,Hot Dry Season,June,Tropical Semi-Arid,28.667845103588284,1.1174788105464573,3.688478587262234,no
Red Chili,Mountain Soil,Southwest Monsoon,February,Tropical Wet (Monsoon),69.96126465943595,45.16468365525188,92.30248212541957,yes
Mango,Red Soil,Northeast Monsoon,November,Tropical Wet and Dry (Monsoon-Influenced),80.56846395960565,4.890023004795962,90.71744083829557,yes
Banana,Lateritic Red Soil,Hot Dry Season,December,Tropical Semi-Arid,31.205848437133778,76.96944658539812,80.57374278337221,yes
Sugarcane,Mountain Soil,Hot Dry Season,September,Tropical Wet and Dry (Monsoon-Influenced),23.31795371353912,19.93778363845482,70.43124601867481,no
Tea,Red Soil,Hot Dry Season,August,Tropical Semi-Arid,72.07572291605904,65.85210917265942,40.79103690660105,yes
Sugarcane,Mountain Soil,Hot Dry Season,June,Tropical Wet (Monsoon),79.23192602802892,67.70550099168344,52.22045964256946,no
Cashew,Lateritic Red Soil,Southwest Monsoon,February,Humid Subtropical Climate,70.67595782525402,20.220883263720257,54.56213326723998,yes
Tea,Lateritic Red Soil,Northeast Monsoon,January,Tropical Wet (Monsoon),85.53314865135937,34.86714688164374,5.776316660164915,no
Oilseeds,Laterite Soil,Northeast Monsoon,September,Tropical Semi-Arid,53.6885179673286,7.55879384235879,36.569907495440944,no
Groundnut,Red Soil,Southwest Monsoon,May,Subtropical Highland Climate,8.866349614649538,90.7435834147787,81.79368316172454,yes
Turmeric,Red Soil,Southwest Monsoon,July,Subtropical Highland Climate,60.963892819729246,29.102271784622214,26.50432640432896,yes
Sugarcane,Laterite Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),86.72040864679595,73.19875198368334,3.1943692552750536,no
Coffee,Red Soil,Northeast Monsoon,August,Humid Subtropical Climate,70.09899321517653,40.51597366481887,64.37177077215968,no
Cashew,Black Soil,Hot Dry Season,October,Subtropical Highland Climate,9.102180140193761,31.808627526313018,76.19311664209184,yes
Coconut,Laterite Soil,Southwest Monsoon,July,Mountain Climate,17.154176601855365,70.39819855801566,11.486612825611498,yes
Red Chili,Red Soil,Northeast Monsoon,June,Tropical Semi-Arid,47.21699790294488,65.01811887323285,15.992503641653533,yes
Oilseeds,Lateritic Red Soil,Hot Dry Season,September,Tropical Semi-Arid,48.50720837300375,97.40555912812113,74.99336948026196,yes
Groundnut,Red Soil,Southwest Monsoon,September,Tropical Wet and Dry (Monsoon-Influenced),62.79635824128068,60.425448059657796,51.687355998781705,yes
Coconut,Laterite Soil,Southwest Monsoon,September,Tropical Wet (Monsoon),59.95483079466128,2.5817733076124894,58.820610785999136,no
Coffee,Black Soil,Northeast Monsoon,July,Subtropical Highland Climate,30.982094509733383,99.96604510539032,31.07884315899797,no
Tea,Black Soil,Hot Dry Season,November,Tropical Wet (Monsoon),26.762475488088345,85.2006769426028,40.03543694841974,yes
Cardamom,Lateritic Red Soil,Southwest Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),5.369541264617972,65.99627172721412,21.04710913580795,yes
Mango,Mountain Soil,Northeast Monsoon,December,Subtropical Highland Climate,13.98301325743121,52.6999734725049,47.1387946954349,yes
Black Pepper,Laterite Soil,Hot Dry Season,January,Tropical Wet (Monsoon),29.19999255314849,19.41103601058859,44.366000582650535,no
Sugarcane,Red Soil,Northeast Monsoon,August,Tropical Semi-Arid,52.30815943973274,82.18251890661679,49.74925749290045,no
Soybeans,Lateritic Red Soil,Northeast Monsoon,November,Tropical Wet (Monsoon),24.372224620619008,85.45558279485455,59.37297391826618,no
Cotton,Red Soil,Hot Dry Season,February,Mountain Climate,87.87577924863889,24.552517120192753,82.57222199558836,no
Tea,Red Soil,Hot Dry Season,May,Humid Subtropical Climate,59.42209148733224,76.49907975565793,58.66945246030069,yes
Tea,Red Soil,Southwest Monsoon,March,Subtropical Highland Climate,77.08848400359419,29.67147163814069,95.09325750734253,yes
Mango,Laterite Soil,Southwest Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),75.89001148245916,70.11417434795344,78.27082199344562,yes
Mango,Red Soil,Northeast Monsoon,August,Tropical Savanna,50.39099741214296,19.363474188054887,98.10369615961953,no
Oilseeds,Laterite Soil,Southwest Monsoon,July,Tropical Wet (Monsoon),90.06729221245523,17.074474173128586,76.72371846754427,no
Cardamom,Lateritic Red Soil,Northeast Monsoon,November,Humid Subtropical Climate,99.12373110816354,46.88846670703178,30.028591238566104,no
Tapioca,Black Soil,Southwest Monsoon,July,Tropical Savanna,97.02544002254866,66.43738699137161,5.973280247613744,no
Red Chili,Alluvial Soil,Southwest Monsoon,March,Subtropical Highland Climate,45.102796639330045,45.33034261211809,8.289076046909605,yes
Cardamom,Red Soil,Northeast Monsoon,March,Tropical Savanna,94.587516492098,99.12112510475538,23.721825153479216,no
Oilseeds,Alluvial Soil,Southwest Monsoon,September,Tropical Savanna,36.057243717662615,57.33677764833677,42.57254524022378,yes
Tapioca,Mountain Soil,Hot Dry Season,February,Tropical Semi-Arid,69.84045524737232,67.58230980575665,1.368461148821254,yes
Black Pepper,Laterite Soil,Northeast Monsoon,October,Tropical Wet and Dry (Monsoon-Influenced),55.460289477361314,10.678595593715666,79.2004856802998,no
Mango,Laterite Soil,Hot Dry Season,March,Tropical Semi-Arid,90.53593030096103,37.826543579678365,18.65125679780798,no
Soybeans,Alluvial Soil,Northeast Monsoon,April,Subtropical Highland Climate,82.85678746834006,12.050481566106363,44.24090055966919,no
Black Pepper,Red Soil,Hot Dry Season,April,Tropical Semi-Arid,35.42230678290098,1.9257014627465985,96.76435114580363,yes
Soybeans,Black Soil,Hot Dry Season,December,Humid Subtropical Climate,40.01075456163532,8.78430496040391,79.47115232294473,yes
Mango,Black Soil,Southwest Monsoon,March,Humid Subtropical Climate,23.947875170136935,28.326576340706723,16.22014237864916,no
Betel Leaves,Mountain Soil,Northeast Monsoon,February,Tropical Wet and Dry (Monsoon-Influenced),81.94108999830813,74.30804902623471,31.1476652413866,no
Sugarcane,Lateritic Red Soil,Southwest Monsoon,April,Tropical Wet (Monsoon),65.14311503016937,20.576574359803658,84.5922372982463,yes
Oilseeds,Mountain Soil,Southwest Monsoon,January,Tropical Savanna,54.97777948145275,46.82278464429075,34.98843578075467,yes
Mango,Alluvial Soil,Northeast Monsoon,August,Subtropical Highland Climate,75.56215358981805,15.873903757576258,99.9234527401165,yes
Cardamom,Alluvial Soil,Hot Dry Season,May,Tropical Semi-Arid,73.75772377497621,88.74493191014648,50.71355962285446,no
Black Pepper,Lateritic Red Soil,Hot Dry Season,May,Tropical Wet and Dry (Monsoon-Influenced),44.603760878636415,51.84467753233524,14.411649519596581,no
Rice,Laterite Soil,Northeast Monsoon,July,Tropical Semi-Arid,73.84370745498154,96.41902420771663,72.07905012773496,no
Cotton,Lateritic Red Soil,Hot Dry Season,February,Tropical Semi-Arid,82.28527050572805,45.455755809549835,52.0487130461733,no
Tea,Laterite Soil,Northeast Monsoon,November,Tropical Wet (Monsoon),6.988126660631943,99.78706930873882,62.59932607687957,no
Rice,Red Soil,Northeast Monsoon,July,Humid Subtropical Climate,77.53462857597738,16.32443086011349,91.4912021609466,no
Tapioca,Laterite Soil,Northeast Monsoon,November,Subtropical Highland Climate,94.4548185653612,46.34745601992889,51.211274782597215,yes
Rice,Red Soil,Northeast Monsoon,October,Tropical Wet (Monsoon),32.82427003965953,14.931162887460959,27.82191734839763,no
Groundnut,Black Soil,Hot Dry Season,December,Subtropical Highland Climate,2.72050804558307,30.624338319599353,1.7220127057806067,yes
Tea,Lateritic Red Soil,Hot Dry Season,September,Tropical Wet and Dry (Monsoon-Influenced),90.362178870032,39.24233487164691,21.348852275132625,yes
Sugarcane,Mountain Soil,Southwest Monsoon,June,Humid Subtropical Climate,36.36865981784221,13.27750264945612,99.51603809754769,no
Cardamom,Alluvial Soil,Northeast Monsoon,July,Tropical Savanna,62.096496328656094,90.76321214490383,86.49691086940405,yes
Coconut,Alluvial Soil,Southwest Monsoon,October,Mountain Climate,18.972921104425932,66.21811716624376,34.67504898656668,no
Coffee,Red Soil,Southwest Monsoon,June,Tropical Wet and Dry (Monsoon-Influenced),72.84239642817234,54.28234993403961,94.15629004779147,no
Betel Leaves,Alluvial Soil,Southwest Monsoon,July,Subtropical Highland Climate,88.61453137769495,92.38692336581495,95.79480071364581,yes
Banana,Alluvial Soil,Northeast Monsoon,February,Tropical Savanna,99.19587332065964,23.142695913861033,54.104410328122924,no
Cotton,Alluvial Soil,Southwest Monsoon,December,Tropical Wet (Monsoon),92.54826116907367,6.0110538251471946,95.53487300196612,yes
Black Pepper,Lateritic Red Soil,Northeast Monsoon,June,Tropical Semi-Arid,73.2238325524192,23.186835845881426,95.81477416679246,no
Red Chili,Black Soil,Northeast Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),33.20370328911929,23.023876735135197,14.826451052576694,yes
Rice,Laterite Soil,Southwest Monsoon,November,Tropical Wet (Monsoon),39.35747398042814,61.45705069643421,95.9629649599309,yes
Oilseeds,Mountain Soil,Northeast Monsoon,August,Tropical Wet (Monsoon),35.03387555091072,33.77508561308201,62.89206513255944,no
Coffee,Red Soil,Southwest Monsoon,September,Tropical Savanna,36.09387703593837,92.10742788210669,41.49834026209794,yes
Mango,Lateritic Red Soil,Southwest Monsoon,May,Tropical Savanna,77.27597226022125,86.20912739834078,53.41761459744241,yes
Cardamom,Black Soil,Hot Dry Season,May,Tropical Semi-Arid,31.81431938378454,24.55271875685201,78.26802399906266,no
Cotton,Alluvial Soil,Southwest Monsoon,January,Humid Subtropical Climate,39.231353345154396,79.90380607082376,54.82899956888808,no
Tea,Mountain Soil,Hot Dry Season,September,Subtropical Highland Climate,73.35335647819846,67.46867691292502,94.29678012342688,yes
Tapioca,Mountain Soil,Hot Dry Season,February,Subtropical Highland Climate,66.46866100232384,29.8595598539518,28.479850111013416,no
Soybeans,Lateritic Red Soil,Southwest Monsoon,May,Tropical Savanna,78.19798376173014,63.086507471833954,55.79616764001496,yes
Tea,Alluvial Soil,Hot Dry Season,May,Humid Subtropical Climate,5.533055751598937,51.85241882400201,38.874672220739484,no
Mango,Alluvial Soil,Hot Dry Season,November,Tropical Savanna,32.650488306847066,20.976055768394943,7.0314284150586275,no
Coconut,Alluvial Soil,Hot Dry Season,May,Tropical Semi-Arid,97.17574291100678,92.95844192225995,31.91932645789226,yes
Tapioca,Red Soil,Northeast Monsoon,October,Subtropical Highland Climate,68.62606793113876,47.41598812113792,17.11283375121877,yes
Groundnut,Alluvial Soil,Southwest Monsoon,May,Tropical Semi-Arid,72.94061741506854,61.03958084288189,2.9444816068694424,yes
Mango,Laterite Soil,Hot Dry Season,October,Mountain Climate,9.34399542647939,23.56891721086213,92.93183907052713,no
Black Pepper,Red Soil,Northeast Monsoon,June,Humid Subtropical Climate,13.022344750381354,65.39787720803034,21.00576976907763,no
Tea,Red Soil,Northeast Monsoon,April,Tropical Wet and Dry (Monsoon-Influenced),48.13630880811124,96.86215879833009,76.23397850186427,yes
Coconut,Red Soil,Hot Dry Season,December,Mountain Climate,22.28216983809138,73.40577464416518,16.52573076408077,yes
Black Pepper,Alluvial Soil,Hot Dry Season,November,Subtropical Highland Climate,67.15991116401,78.38960993188651,63.56501609009576,no
Betel Leaves,Black Soil,Northeast Monsoon,June,Tropical Savanna,8.786635515631724,7.529421420017767,30.088416220488124,no
Betel Leaves,Black Soil,Southwest Monsoon,September,Tropical Savanna,1.799013521346593,76.21693856444163,97.0508500453051,no
Tapioca,Laterite Soil,Northeast Monsoon,July,Tropical Savanna,9.916921351388853,31.17729662948956,65.31499630494264,no
Tapioca,Lateritic Red Soil,Northeast Monsoon,February,Tropical Semi-Arid,2.331310315303614,31.7642437838741,28.036794761277427,yes
Oilseeds,Alluvial Soil,Hot Dry Season,September,Mountain Climate,90.37670269385357,25.05097490337652,10.89614466483183,yes
Cardamom,Laterite Soil,Hot Dry Season,July,Tropical Wet and Dry (Monsoon-Influenced),93.84169654220499,2.55532638615098,88.82729455975645,yes
Coconut,Mountain Soil,Northeast Monsoon,June,Humid Subtropical Climate,24.966525018091133,39.21674031037631,32.38702711051543,no
Cotton,Black Soil,Northeast Monsoon,October,Tropical Wet (Monsoon),65.30281978914184,99.04004793686177,91.39224910136468,no
Turmeric,Black Soil,Hot Dry Season,September,Tropical Semi-Arid,75.58526613061093,17.704999220331786,14.07439155718876,yes
Coconut,Lateritic Red Soil,Southwest Monsoon,May,Tropical Wet and Dry (Monsoon-Influenced),85.93379863968885,67.44313428070632,70.74228256950423,yes
